"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"MedicinalProductLM","MedicinalProductLM","","","",0,*,"","","","null {[]} {[]}
","Medicinal product (model)","Logical model for prescribed/dispensed medication. The model is shared by statements, requests, dispensations, and treatment lines. Each of those may have different restrictions in FHIR profile.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"MedicinalProductLM.identifyingCode[x]","MedicinalProductLM.identifyingCode[x]","","","",0,*,"","","","CodeableConcept {[]} {[]}
Identifier {[]} {[]}","Identifier or product code for the product, independently of the level of product. If several identifiers are specified, they shall not have conflicting meanings or very different granularities.","Identifier or product code for the product, independently of the level of product. If several identifiers are specified, they shall not have conflicting meanings or very different granularities.","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.identifyingCode[x]",0,*,"",""
"MedicinalProductLM.classification","MedicinalProductLM.classification","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Classification (e.g. ATC; narcotic/psychotropic; orphan drug; etc.)","Classification (e.g. ATC; narcotic/psychotropic; orphan drug; etc.)","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.classification",0,*,"",""
"MedicinalProductLM.productName","MedicinalProductLM.productName","","","",0,1,"","","","string {[]} {[]}
","Name of the product (full name, invented name, other). When the product has different names, the appropriate one for the context should be used. Translations of names can be provided.","Name of the product (full name, invented name, other). When the product has different names, the appropriate one for the context should be used. Translations of names can be provided.","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.productName",0,1,"",""
"MedicinalProductLM.marketingAuthorisationHolder","MedicinalProductLM.marketingAuthorisationHolder","","","",0,1,"","","","BackboneElement {[]} {[]}
","Marketing authorisation holder of manufacturer of the medicinal product. Relevant for identifying the exact product.","Marketing authorisation holder of manufacturer of the medicinal product. Relevant for identifying the exact product.","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.marketingAuthorisationHolder",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicinalProductLM.marketingAuthorisationHolder.id","MedicinalProductLM.marketingAuthorisationHolder.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MedicinalProductLM.marketingAuthorisationHolder.extension","MedicinalProductLM.marketingAuthorisationHolder.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicinalProductLM.marketingAuthorisationHolder.modifierExtension","MedicinalProductLM.marketingAuthorisationHolder.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MedicinalProductLM.marketingAuthorisationHolder.organizationName","MedicinalProductLM.marketingAuthorisationHolder.organizationName","","","",0,1,"","","","string {[]} {[]}
","Name of the organisation holding the authorisation for marketing/mahufacturing","Name of the organisation holding the authorisation for marketing/mahufacturing","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.marketingAuthorisationHolder.organizationName",0,1,"",""
"MedicinalProductLM.marketingAuthorisationHolder.organizationIdentifier","MedicinalProductLM.marketingAuthorisationHolder.organizationIdentifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier of the organisation and/or its physical location","Identifier of the organisation and/or its physical location","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.marketingAuthorisationHolder.organizationIdentifier",0,*,"",""
"MedicinalProductLM.doseForm","MedicinalProductLM.doseForm","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Dose form(s) on a product level. Dose form for a single package item is defined below.","Dose form(s) on a product level. Dose form for a single package item is defined below.","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.doseForm",0,1,"",""
"MedicinalProductLM.packSize","MedicinalProductLM.packSize","","","",0,*,"","","","Quantity {[]} {[]}
","Overall amount of product in one package (100ml; 20 tablets; 1 creme & 6 pessaries)","Overall amount of product in one package (100ml; 20 tablets; 1 creme & 6 pessaries)","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.packSize",0,*,"",""
"MedicinalProductLM.item","MedicinalProductLM.item","","","",0,*,"","","","BackboneElement {[]} {[]}
","A medication item. For combination packs, this can be manufactured items with each item having its own dose form and ingredients+strengths defined","A medication item. For combination packs, this can be manufactured items with each item having its own dose form and ingredients+strengths defined","","","","","","","","","",,,,,"",,,,"MedicinalProductLM.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
