"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"PharmaceuticalAdviceIHEPWP","PharmaceuticalAdviceIHEPWP","","","",0,*,"","","","null {[]} {[]}
","[IHE PHARM White Paper] Logical Model for pharmaceutical advice","Pharmaceutical advice relates to one or more prescription items of one prescription. It is issued by one pharmacist. It may be associated with one or more observations.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"PharmaceuticalAdviceIHEPWP.pharmaceuticalAdviceID","PharmaceuticalAdviceIHEPWP.pharmaceuticalAdviceID","","","",0,1,"","","","Identifier {[]} {[]}
","Pharmaceutical advice ID","Pharmaceutical advice ID","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.pharmaceuticalAdviceID",0,1,"",""
"PharmaceuticalAdviceIHEPWP.date","PharmaceuticalAdviceIHEPWP.date","","","",0,1,"","","","dateTime {[]} {[]}
","Date/Time of advice","Date/Time of advice","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.date",0,1,"",""
"PharmaceuticalAdviceIHEPWP.patient","PharmaceuticalAdviceIHEPWP.patient","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","The person for which the medication is prescribed.","The person for which the medication is prescribed.","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.patient",1,1,"",""
"PharmaceuticalAdviceIHEPWP.problems","PharmaceuticalAdviceIHEPWP.problems","","","",0,*,"","","","string {[]} {[]}
","A problem can be a supply problem (suspended medication, out-of-stock...) or a medical issue (redundancy, interaction, contra-indication, overdose, adverse effect...)","A problem can be a supply problem (suspended medication, out-of-stock...) or a medical issue (redundancy, interaction, contra-indication, overdose, adverse effect...)","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.problems",0,*,"",""
"PharmaceuticalAdviceIHEPWP.summary","PharmaceuticalAdviceIHEPWP.summary","","","",0,1,"","","","string {[]} {[]}
","Summary of physician/pharmacist discussion (by phone, mail, messages…)","Summary of physician/pharmacist discussion (by phone, mail, messages…)","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.summary",0,1,"",""
"PharmaceuticalAdviceIHEPWP.status","PharmaceuticalAdviceIHEPWP.status","","","",0,1,"","","","string {[]} {[]}
","OPEN|CLOSED","OPEN|CLOSED","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.status",0,1,"",""
"PharmaceuticalAdviceIHEPWP.decision","PharmaceuticalAdviceIHEPWP.decision","","","",0,1,"","","","string {[]} {[]}
","Decision (i.e. dispense without change | dispense with changes | refusal to dispense until further discussion with prescriber | definite cancellation of the prescription item)","Decision (i.e. dispense without change | dispense with changes | refusal to dispense until further discussion with prescriber | definite cancellation of the prescription item)","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.decision",0,1,"",""
"PharmaceuticalAdviceIHEPWP.datetimeDecision","PharmaceuticalAdviceIHEPWP.datetimeDecision","","","",0,1,"","","","dateTime {[]} {[]}
","Date/Time of decision","Date/Time of decision","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.datetimeDecision",0,1,"",""
"PharmaceuticalAdviceIHEPWP.pharmacist","PharmaceuticalAdviceIHEPWP.pharmacist","","","",0,1,"","","","string {[]} {[]}
","pharmacist","pharmacist","","","","","","","","","",,,,,"",,,,"PharmaceuticalAdviceIHEPWP.pharmacist",0,1,"",""
