"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"CrossBorderProduct","CrossBorderProduct","","","",0,*,"","","","null {[]} {[]}
","DRAFT: Medicinal Product in crossborder eP/eD","DRAFT. Crossborder eP/eD/PS medicinal product as a implementation-agnostic logical model","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"CrossBorderProduct.medicinalProductIdentifier","CrossBorderProduct.medicinalProductIdentifier","","","",0,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/II]]} {[]}
","MPID or national identifier","MPID or national identifier","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.medicinalProductIdentifier",0,*,"",""
"CrossBorderProduct.packagedProductIdentifier","CrossBorderProduct.packagedProductIdentifier","","","",0,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/II]]} {[]}
","PCID or national","PCID or national","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.packagedProductIdentifier",0,*,"",""
"CrossBorderProduct.pharmaceuticalProductIdentifier","CrossBorderProduct.pharmaceuticalProductIdentifier","","","",0,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/II]]} {[]}
","PhPID","PhPID","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.pharmaceuticalProductIdentifier",0,*,"",""
"CrossBorderProduct.atc","CrossBorderProduct.atc","","","",1,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/CD]]} {[]}
","ATC code","ATC code","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.atc",1,1,"",""
"CrossBorderProduct.packSize","CrossBorderProduct.packSize","","","",1,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/PQ]]} {[]}
","Overall amount of product (100ml; 20 tablets; 1 creme & 6 pessaries)","Overall amount of product (100ml; 20 tablets; 1 creme & 6 pessaries)","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.packSize",1,*,"",""
"CrossBorderProduct.fullName","CrossBorderProduct.fullName","","","",0,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/ST]]} {[]}
","Name of the product","Name of the product","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.fullName",0,*,"",""
"CrossBorderProduct.doseForm","CrossBorderProduct.doseForm","","","",1,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/CD]]} {[]}
","Authorised dose form for eD; authorised or pharmaceutical for eP","Authorised dose form for eD; authorised or pharmaceutical for eP","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.doseForm",1,1,"",""
"CrossBorderProduct.constitution","CrossBorderProduct.constitution","","","",1,*,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","Content of the product - defines ingredients, manufactured items, or device","Content of the product - defines ingredients, manufactured items, or device","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct.constitution.id","CrossBorderProduct.constitution.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
