"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"MedicationPrescription","MedicationPrescription","","","",0,*,"","","","null {[]} {[]}
","Medication prescription (model)","Logical model for medication prescription (or some other form of order)","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"MedicationPrescription.identifier","MedicationPrescription.identifier","","","",1,*,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/InstanceIdentifier]]} {[]}
","Business identifier(s) for the prescription","Business identifier(s) for the prescription","","","","","","","","","",,,,,"",,,,"MedicationPrescription.identifier",1,*,"",""
"MedicationPrescription.groupIdentifier","MedicationPrescription.groupIdentifier","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/InstanceIdentifier]]} {[]}
","Identifier for the group that this prescription belongs to. This might be the common identifier in use cases where one national prescription contains several medication items, which can be handled as separate orders","Identifier for the group that this prescription belongs to. This might be the common identifier in use cases where one national prescription contains several medication items, which can be handled as separate orders","","","","","","","","","",,,,,"",,,,"MedicationPrescription.groupIdentifier",0,1,"",""
"MedicationPrescription.recordingDate","MedicationPrescription.recordingDate","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/DT]]} {[]}
","Time of authoring the prescription/draft in the information system","Time of authoring the prescription/draft in the information system","","","","","","","","","",,,,,"",,,,"MedicationPrescription.recordingDate",0,1,"",""
"MedicationPrescription.issueDate","MedicationPrescription.issueDate","","","",1,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/DT]]} {[]}
","Time of issuing (signing) the prescription by health care practicioner","Time of issuing (signing) the prescription by health care practicioner","","","","","","","","","",,,,,"",,,,"MedicationPrescription.issueDate",1,1,"",""
"MedicationPrescription.recorder","MedicationPrescription.recorder","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://profiles.ihe.net/PHARM/MPD/StructureDefinition/PractitionerBasic], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","The recorder of the prescription/draft in the information system","The recorder of the prescription/draft in the information system","","","","","","","","","",,,,,"",,,,"MedicationPrescription.recorder",0,1,"",""
"MedicationPrescription.prescriber","MedicationPrescription.prescriber","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://profiles.ihe.net/PHARM/MPD/StructureDefinition/PractitionerBasic], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","The person who made the prescription, and who takes the responsibility of the treatment","Question: would we want to add basic Practicioner model?","","","","","","","","","",,,,,"",,,,"MedicationPrescription.prescriber",1,1,"",""
"MedicationPrescription.category","MedicationPrescription.category","","","",0,*,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/CD]]} {[]}
","Category or categories of prescription. For example type of reimbursement, or type of prescription (e.g. hospital, private, etc).","Category or categories of prescription. For example type of reimbursement, or type of prescription (e.g. hospital, private, etc).","","","","","","","","","",,,,,"",,,,"MedicationPrescription.category",0,*,"",""
"MedicationPrescription.validFrom","MedicationPrescription.validFrom","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/DT]]} {[]}
","Effective date of the prescription. The prescription is not dispensable before this date. In most cases this information repeats issueDate","Effective date of the prescription. The prescription is not dispensable before this date. In most cases this information repeats issueDate","","","","","","","","","",,,,,"",,,,"MedicationPrescription.validFrom",0,1,"",""
"MedicationPrescription.validUntil","MedicationPrescription.validUntil","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/DT]]} {[]}
","The validity period end date. The prescription is not dispensable after this date.","The validity period end date. The prescription is not dispensable after this date.","","","","","","","","","",,,,,"",,,,"MedicationPrescription.validUntil",0,1,"",""
"MedicationPrescription.patient","MedicationPrescription.patient","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://profiles.ihe.net/PHARM/MPD/StructureDefinition/PatientBasic]]}
","The person for whom the medication is prescribed/ordered","Question: would we want to add basic Patient model?","","","","","","","","","",,,,,"",,,,"MedicationPrescription.patient",1,1,"",""
"MedicationPrescription.status","MedicationPrescription.status","","","",1,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/CD]]} {[]}
","Status of the prescription, this should not be status of treatment","Status of the prescription, this should not be status of treatment","","","","","","","","","",,,,,"",,,,"MedicationPrescription.status",1,1,"",""
"MedicationPrescription.statusReason","MedicationPrescription.statusReason","","","",0,*,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/CD]]} {[]}
","Reason for the current status of prescription, for example the reason why the prescription was made invalid","Reason for the current status of prescription, for example the reason why the prescription was made invalid","","","","","","","","","",,,,,"",,,,"MedicationPrescription.statusReason",0,*,"",""
"MedicationPrescription.statusReasonText","MedicationPrescription.statusReasonText","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/ST]]} {[]}
","Textual reason for the current status of prescription","Textual reason for the current status of prescription","","","","","","","","","",,,,,"",,,,"MedicationPrescription.statusReasonText",0,1,"",""
"MedicationPrescription.medication","MedicationPrescription.medication","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://profiles.ihe.net/PHARM/MPD/StructureDefinition/MedicinalProductLM]]}
","Prescribed product, branded, generic, virtual, extemporal, etc","Prescribed product, branded, generic, virtual, extemporal, etc","","","","","","","","","",,,,,"",,,,"MedicationPrescription.medication",1,1,"",""
"MedicationPrescription.indication","MedicationPrescription.indication","","","",0,*,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/CD]]} {[]}
","Reason for the prescription (typically diagnosis, or a procedure)","Reason for the prescription (typically diagnosis, or a procedure)","","","","","","","","","",,,,,"",,,,"MedicationPrescription.indication",0,*,"",""
"MedicationPrescription.indicationText","MedicationPrescription.indicationText","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/ST]]} {[]}
","Reason for the prescription in textual form. This might not be allowed by some implementations.","Reason for the prescription in textual form. This might not be allowed by some implementations.","","","","","","","","","",,,,,"",,,,"MedicationPrescription.indicationText",0,1,"",""
"MedicationPrescription.treatmentPeriod","MedicationPrescription.treatmentPeriod","","","",0,1,"","","","Period {[]} {[]}
","Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.)","Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.)","","","","","","","","","",,,,,"",,,,"MedicationPrescription.treatmentPeriod",0,1,"",""
"MedicationPrescription.usageInstructions","MedicationPrescription.usageInstructions","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://profiles.ihe.net/PHARM/MPD/StructureDefinition/DosagingInformation]]}
","Dosaging and administration instructions","Dosaging and administration instructions","","","","","","","","","",,,,,"",,,,"MedicationPrescription.usageInstructions",0,*,"",""
"MedicationPrescription.preparationInstructions","MedicationPrescription.preparationInstructions","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/ST]]} {[]}
","Additional instructions about preparation or dispense","Additional instructions about preparation or dispense","","","","","","","","","",,,,,"",,,,"MedicationPrescription.preparationInstructions",0,1,"",""
"MedicationPrescription.substitution","MedicationPrescription.substitution","","","",0,1,"","","","BackboneElement {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/Class]]} {[]}
","Whether and which type of substitution is allowed for this medication treatment line","Whether and which type of substitution is allowed for this medication treatment line","","","","","","","","","",,,,,"",,,,"MedicationPrescription.substitution",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationPrescription.substitution.id","MedicationPrescription.substitution.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MedicationPrescription.substitution.extension","MedicationPrescription.substitution.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationPrescription.substitution.modifierExtension","MedicationPrescription.substitution.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MedicationPrescription.substitution.allowed","MedicationPrescription.substitution.allowed","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/BL]]} {[]}
","Whether substitution is allowed or not.","Whether substitution is allowed or not.","","","","","","","","","",,,,,"",,,,"MedicationPrescription.substitution.allowed",0,1,"",""
"MedicationPrescription.substitution.type","MedicationPrescription.substitution.type","","","",1,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/CD]]} {[]}
","The type of substitution that is allowed.","The type of substitution that is allowed.","","","","","","","","","",,,,,"",,,,"MedicationPrescription.substitution.type",1,1,"",""
"MedicationPrescription.substitution.reason[x]","MedicationPrescription.substitution.reason[x]","","","",0,1,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/CD], CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/ST]]} {[]}
","Reason for the substitution requirement","Reason for the substitution requirement","","","","","","","","","",,,,,"",,,,"MedicationPrescription.substitution.reason[x]",0,1,"",""
"MedicationPrescription.offLabel","MedicationPrescription.offLabel","","","",0,1,"","","","Base {[]} {[]}
","Indicates that the prescriber has knowingly prescribed the medication for an indication, age group, dosage, or route of administration that is not approved by the regulatory agencies and is not mentioned in the prescribing information for the product.","Indicates that the prescriber has knowingly prescribed the medication for an indication, age group, dosage, or route of administration that is not approved by the regulatory agencies and is not mentioned in the prescribing information for the product.","","","","","","","","","",,,,,"",,,,"MedicationPrescription.offLabel",0,1,"",""
"MedicationPrescription.offLabel.offLabelUse","MedicationPrescription.offLabel.offLabelUse","","","",1,1,"","","","boolean {[]} {[]}
","Indicates off-label use. Must be 'true' when .reason is provided.","Indicates off-label use. Must be 'true' when .reason is provided.","","","","","","","","","",,,,,"",,,,"MedicationPrescription.offLabel.offLabelUse",1,1,"",""
"MedicationPrescription.offLabel.offLabelUseReason[x]","MedicationPrescription.offLabel.offLabelUseReason[x]","","","",0,*,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason or related clarification for off-label use.","Reason or related clarification for off-label use.","","","","","","","","","",,,,,"",,,,"MedicationPrescription.offLabel.offLabelUseReason[x]",0,*,"",""
"MedicationPrescription.comment","MedicationPrescription.comment","","","",0,*,"","","","Element {[CanonicalType[https://profiles.ihe.net/Domain/LogicalDatatypes/StructureDefinition/ST]]} {[]}
","Additional information or comments","Additional information or comments","","","","","","","","","",,,,,"",,,,"MedicationPrescription.comment",0,*,"",""
